reclat,reclong
-14.67,-74.5
34.21,-101.39
37.32,-97.25
38.7,-90.23
35.83,-97.93
41.68,-112.13
33.75,-98.83
34.1,132.08
12.92,11.92
-25.47,142.8
37.96,-97.76
34.12,-101.78
-36.8,143.55
37.22,-82
39.57,-99.65
34,-101.5
36.45,-104.1
1,22.5
37.53,-98.37
-42.9,-71.33
36.3,-104.28
38.12,-97.43
-31.38,125.63
36.45,-104.1
-36.43,143.63
36,-104.5
34.36,-101.73
70.73,-117.75
-6.83,29.5
42.46,18.44
47.83,37.67
53.05,8.1
45.82,44.63
31.9,-96.4
56.18,10.23
30.92,-103.07
-21.46,-49.95
45.33,-102.08
42.17,-121.85
-43.32,172.06
37.5,-100.83
47.13,43.9
32.33,120.67
-30.37,126.08
7.05,12.43
44.87,95.42
54.22,-113
44.61,18.42
7.05,12.43
33.2,-105
31.53,8.88
29.58,-3.75
39.62,-100.46
42.35,-90.17
46.1,-111.4
51.67,9.25
-27.25,-67.5
-15,135
34.25,-119.3
-31.25,26.47
47.6,-94.77
64.43,21.2
36.5,-104.5
37,-105
33.19,-86.29
34.45,-111.37
34.43,-102.52
19.5,55.5
34,-115.78
42.63,-114.83
49.62,-96.55
36.5,-104.5
-33,-66
21.83,111.83
56.12,37.33
-14.37,-43.02
19.23,56.14
35.28,-108.27
44.33,106.5
36.5,-104.2
34.95,-102.12
-8.93,33.8
33.93,-103.96
76.53,-67.55
34.95,-100.25
20,50
20,50
-28.08,24.08
39.47,-96.92
38.37,-97.03
34.28,-101.83
34.83,-112.02
32.58,-82.02
32.63,-104.35
20.6,52.5
33.68,-93.6
53.23,27.33
23.99,32.62
20.7,52.83
31.58,71.6
26.78,82.72
38.18,15.57
50.2,30.25
42.51,-88.49
31.99,-98.65
-38.85,-62.88
20.05,-1.68
50.67,8.18
-19.13,-51.67
-32.02,139.78
43.2,-96.92
24.3,106.1
-33.9,138.48
35.9,-101.9
39.3,9.2
26.27,-97.9
39.5,-98.53
-33.07,118.22
-31.02,-71.4
39.37,-100.63
13.52,122.45
37.33,-84.72
-32.62,134.85
12,1
47.45,101.48
-32.1,28.33
35.67,115.5
52.13,81.97
36.5,-104.5
33.5,-97.59
-26.67,-65.45
34.68,-85.65
34.08,-115.78
24.42,39.52
39.4,-100.03
62.72,148.13
28.95,-97.4
19.25,56.07
22.57,48.3
2.88,30.83
20,50
-31.88,-60.47
42.5,114
34.97,-101.93
-4.27,35.35
33.51,-97.65
-20,-45
11.35,16.15
38.31,-99.71
44.48,-103.97
19.42,51.03
35.58,-117.57
36.18,139.22
-26.05,128.95
51.88,6.93
21,56.67
24.5,-106
42.73,-90.35
23.63,-103.67
19.92,56.25
19.92,56.25
19.92,56.25
-18.85,-41.95
25.1,107.7
28.42,-98.25
-35.95,143.33
39.57,-98.68
-31.17,125.27
41.38,-86.6
43.43,2.95
49.67,14.03
38.93,48.25
40.5,112.5
31.12,-97.3
8.92,8.43
-27.08,-70.58
42.33,93
31.6,65.78
64.7,141.2
34.2,-100.48
34.61,-113.4
36.43,-98.43
27.13,84.07
32.4,-97.08
40.64,-103.7
-29.38,23.1
-21.55,-43.02
10,9
35.83,-98.4
-27.75,115.83
50.94,-96.99
19.7,53.97
19.83,54.08
38.81,-104.57
21.5,50.5
39.53,-100.57
-26.45,120.37
-26.45,120.37
-21.33,-44.67
46.5,30.77
21.25,55.3
33.22,-102.18
53.9,-112.88
4.9,-61.2
-26.5,141.08
44.75,-79.88
45.06,9.2
34.47,-101.76
32.68,-102.62
45.2,-93.43
-30.22,126.22
41.48,-96.17
44.08,-88.56
33.53,-99.62
12.73,15.05
-37.75,140.3
32.55,-100.42
32.67,-94.51
19.83,51.25
34.3,-103.13
30.73,66.8
26.67,50.15
38.18,-109.88
21.88,49.72
32.63,-96.87
37.03,-97.62
-71.95,11.5
-17.3,15.83
55.88,64.3
39.63,-100.47
39.26,31.78
43.13,-102.1
33.6,-96.47
40.15,-103.17
-29.8,148.63
38.7,-100.35
33,-107.5
34.27,-101.57
-22.75,120.83
-39.07,146.35
43.56,-97.58
-85.45,-90
11.73,7.08
-29.85,140.7
-37.32,139.85
12.5,0.7
-33.07,-61
41.12,-89.81
13.05,3.17
48.68,-97.17
25.73,73.62
47.98,-103.65
-20.81,-49.38
52.5,77
34.44,-114.83
61.05,26.83
50.77,3
32.93,-102.58
45.44,-79.88
50.57,114.9
54.4,10.15
-30.13,126.37
39.1,-103.26
36.56,-97.67
32.9,-102.28
50.52,-113.13
34.65,-91.58
35.05,-107.57
-30.25,126.33
37.63,-102.42
-3.5,35.58
42.32,-72.63
36.38,-98.08
34.5,-116.95
56.13,-117.93
34.5,-116.95
41,112
49.98,16.38
30.62,-97.53
-29.4,139.98
33.75,-112.67
35.63,-100.13
37.2,-103.58
40.52,-103.27
-32.96,136.14
35.17,-98.64
34.5,-116.95
66.8,28.45
34.3,-103.13
34.5,-116.95
31.87,-99.58
36.15,-101.05
34.12,-101.76
34.5,-116.95
47.5,83
-26.28,126.67
38.5,-105.5
35.75,-103.93
6.75,8.5
39.35,-100.45
-30.2,126.37
34.5,-116.95
34.5,-116.95
39.8,26.6
53.7,30.1
-36,146.37
33.03,-102.33
53.78,-115.03
33.02,-102.42
32.99,-102.39
32.98,-102.39
40.6,-97.87
-30.18,126.37
33.12,-101.58
26.13,85.53
39.22,-102.59
33.22,-102.18
34.35,-101.49
33.28,-102.77
31.33,121.67
40.52,-103.27
34.5,-116.95
31.92,104.92
62.2,54.17
42.9,2.25
55.3,53.2
-25.67,118.1
24.2,113.4
-27.67,18.97
9,39
-83.25,-55
45.98,105.76
29.6,103.7
-30.61,115.17
60.5,57
36.35,-97.18
34.25,-96.68
50.58,6.17
40.17,-97.6
34.93,-102.02
31.59,-98.25
52.8,-112.98
31.73,-101.5
52.05,-107.23
45.4,122.9
35.98,-101.9
40.03,-105.06
32.54,-102.7
-34.32,138.93
-32.03,126.18
34.62,-101.92
36.82,-101.91
52.57,-1.34
39.52,-103.17
39.77,62.52
-32.05,126.17
40.02,-100.78
-30.02,141.07
51.33,-118.95
29.37,-100.97
-20.67,118.83
-32.04,126.18
33.12,-101.38
34.26,-101.41
51.96,-107.44
38.44,-98.07
-30.43,126.1
-23.93,-68.28
34.7,-113.6
32.52,-82.55
-19.85,-47.55
-30.37,126.02
34.5,-116.95
0,0
-19.73,-48.32
29.98,-97.87
-26.45,131
33.78,-102.18
34.5,-116.95
-17.17,-43.83
34.19,-103.58
-30.48,126.25
43.47,25.52
34.36,-101.73
18.92,6.25
49.25,-111.87
38.9,-99.43
-30.45,126.1
33.02,-102.37
38.39,-104.18
34.67,-101.82
13.47,31.22
39.83,-103.22
-31.97,125.83
21.68,79.5
-32.1,125.68
-28.48,148.25
39.62,-94.87
45.3,0.23
33.73,-102.58
46.83,-117.25
68,128.3
-30.85,122.32
38.25,-97.67
-26.59,120.33
-6.23,-40.7
39.32,-82.37
35.94,-102.16
39.68,-102.84
34.07,-103.5
-27.05,-70.8
29.86,-2.64
34.1,-103.42
11.63,24.68
39.7,-105.7
-31.62,118.03
38.38,-98.02
52.4,79.8
34.07,-103.5
39.78,-104.93
34.5,-102.25
-29.43,-50.92
-31.53,127.1
45.47,105.38
28.12,0.53
62.9,152.43
31.33,-82.32
-31.53,127.02
54.22,-111.69
-25.93,119.3
-31.47,126.93
32.55,-102.39
32.8,-101.12
-30.37,120.73
-30.82,128.22
19.38,43.73
39.77,-102.13
-33.32,144.78
34.5,-116.95
34.5,-116.95
48.48,3.58
34.53,-102.1
39.7,-102.3
-31.1,138.27
-34.45,140.57
33.58,-102.17
64.45,27.57
34.08,-103.5
28.46,1.02
38.08,-100.25
34.08,-103.5
34.08,-103.62
-31.58,127.7
33.78,-103.57
-31.97,126.25
34.61,-100.86
34.23,-103.36
34.08,-103.62
34.08,-103.52
34.3,-103.45
34.08,-103.5
34.08,-103.5
-30.15,140.98
34.08,-103.62
34.08,-103.52
34.05,-103.5
34.58,-102.08
34.08,-103.62
55.9,66.7
42.86,-73.95
-31.69,127.78
36.04,-102.41
34.25,-103.4
34.08,-103.52
2.72,32.83
34.09,-103.61
48.7,45.7
19.77,-100.65
-30.44,121.26
44.24,11.5
-28.23,120.85
-30.07,141.07
38.74,-7.27
-31,125.93
33.78,-103.58
51.88,-104.18
34.23,-103.38
33.79,-103.56
33.92,-103.52
33.65,-103.71
-29.59,122.18
29.8,-107.55
-30.5,128.1
-30,128.92
39.11,-100.36
34.05,-103.55
28.3,0.02
50.54,16.26
-33.17,141.75
-32.92,141.88
-71.85,36.52
28.31,0.23
-30.77,128.02
-33.13,141.72
-32.92,141.88
-32.92,141.88
35.33,-101.38
-32.92,141.88
33.6,-103.3
34.22,-103.55
-71.5,35.67
-30.07,128.98
-36.62,145.2
-30.72,116.5
-71.5,35.67
-71.5,35.67
-25.65,114.22
-71.5,35.67
-71.5,35.67
-71.5,35.67
20.94,82.05
34.08,-103.5
34.08,-103.5
34.08,-103.5
34.08,-103.52
34.08,-103.62
-71.5,35.67
-30.05,128.93
34.22,-103.5
34.08,-103.5
34.08,-103.5
33.63,-103.17
34.08,-103.57
33.67,-103.42
34.2,-103.23
34.32,-103.38
39.61,-100.48
39.59,-94.92
-30.03,129.02
-71.5,35.67
34.56,-101.63
-31.19,121.53
35.76,140.41
28.95,-97.4
48.7,37.5
34.38,-103.39
32.9,-102.28
34.27,-103.38
-23.55,15.03
53.3,126.12
48.72,-97.3
33.97,-87.92
33.86,-103.35
26.97,-105.32
33.58,-99.8
54.57,-6.33
28.6,1.04
-30.46,128.22
-30.47,128.2
32.92,120.78
-30.55,130.97
34.3,-103.45
9.5,31.75
36.01,-95.15
16.58,-11.33
-29.43,142.02
-30.9,128.08
34.58,-102.08
-27.77,137.85
33.62,-103.45
34.13,-103.37
34.1,-103.48
34.23,-103.25
34.25,-103.52
34.8,-103.32
24.83,31.67
-30.1,143.2
9.5,35.33
49.51,-97.82
33.8,-102.24
-26.67,120.17
51.85,10.78
34.5,-102.75
34,-102.18
34.53,-101.7
33.59,-103.03
66.8,178.2
36.55,-102.78
35.17,-105.98
-28.03,138.13
41,-97.53
-23.83,27.92
-21.66,140.91
-29.97,120.6
-18.5,16
47.96,-96.7
-31.52,117.97
11.05,-69.85
33.92,-103.35
37.63,-102.42
-27.2,31.32
36.23,-104.12
14.25,1.53
72.88,-25.12
-30.75,-64.78
37.59,-97.21
-30.88,127.55
43.5,125.67
-29.58,121.17
-29.63,116.48
36.73,-102.2
45.29,11.53
20.63,-100.38
34.32,-103.47
51.8,79.9
41.5,-91.48
35.68,-101.99
-25.5,-68.4
34.27,-101.25
-30.6,127.82
34.58,-102.05
34.8,-101.57
-30.18,126.37
26.1,-106.97
32.37,-106.26
34.08,-103.5
34.08,-103.5
35.33,-99.15
38.7,-99.71
11.85,8.22
33.28,-102.97
27,-105.25
60.25,22.06
-22.25,-49.93
22.75,108.33
38.28,-97.36
38.17,-110.37
33.62,-103.45
41.7,-72.65
34.4,-103.6
38.64,-98.88
34.22,-103.35
34.1,-103.48
33.88,-103.7
34.3,-103.43
-16.22,-50.3
34.3,-103.43
52.1,79.7
-30.75,127.98
25.15,105.18
-28.83,122.18
45.7,43.7
48.78,-97.35
37.31,-97.54
39.33,-97.56
33.12,-102.12
34.12,-102.7
-31.2,138.3
13.5,-0.68
34.15,-103.22
-33,121
-25.5,-54.5
39.99,-98.34
-30.85,127.53
-30.5,131.55
33.68,-112.27
9.32,-70.63
35.28,-93.5
34.42,-103.58
34.87,-98.95
-31.2,138.3
33.08,-102.04
34.66,-101.64
34.66,-101.64
39.23,-102.99
26.96,16.03
33.9,-103.55
33.71,-103.77
37.07,-98.66
64.4,172.7
34.59,-101.99
32.84,-99.6
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-26.15,26.18
-71.5,35.67
38.47,-105.24
-30.47,125.7
-71.5,35.67
33.68,-102.32
-71.5,35.67
20.6,44.88
-71.5,35.67
-71.5,35.67
-71.5,35.67
34.22,-103.28
-71.83,35.5
24.02,-104.67
-71.5,35.67
-44.53,-70.37
-30.67,126.4
33.72,-103.65
20.25,-12.68
29.9,-112.68
-21.87,120.12
55.14,48.2
34.8,-101.68
33.48,-117.66
-71.5,35.67
-71.5,35.67
0,35.67
-71.75,36
-71.5,35.67
-71.5,35.67
-71.5,35.67
0,35.67
-71.5,35.67
0,35.67
-71.5,35.67
0,35.67
-71.5,35.67
-71.5,35.67
-71.7,36.02
-71.5,35.67
-71.5,35.67
0,35.67
0,35.67
0,35.67
0,35.67
48.28,38.08
30.3,109.5
0,35.67
-71.68,35.98
0,35.67
0,35.67
-71.5,35.67
0,35.67
41.2,-73.13
52.77,-106.9
0,35.67
0,35.67
39.33,-84.6
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
-7.53,-46.04
0,35.67
0,35.67
42.04,-120.59
0,35.67
-29.58,128.92
33.18,-102.4
32.36,-112.41
16.4,-9.57
0,35.67
0,35.67
-71.5,35.67
0,35.67
0,35.67
0,35.67
-71.5,35.67
0,35.67
0,35.67
0,35.67
-71.8,36.08
0,35.67
0,35.67
-71.8,36.15
0,35.67
-71.5,35.67
-71.81,36.19
-71.5,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
-71.5,35.67
0,35.67
0,35.67
0,35.67
8.97,12.08
51.14,-1.54
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
-11.85,15.83
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
-71.5,35.67
0,35.67
-71.73,35.98
-71.73,35.98
-71.5,35.67
-71.5,35.67
-71.73,35.96
33.75,51.5
0,35.67
0,35.67
-71.5,35.67
0,35.67
-71.73,35.99
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
-71.73,35.98
0,35.67
0,35.67
0,35.67
-71.5,35.67
-71.71,36
-71.7,35.91
0,35.67
0,35.67
0,35.67
0,35.67
-71.7,35.91
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
33.14,-102.28
0,35.67
-30.3,131.27
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
-31.3,138.38
0,35.67
0,35.67
0,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.82,36.24
-71.83,36.24
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.79,36.19
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.8,36.29
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.8,36.29
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.82,36.26
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
0,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.8,36.14
-71.5,35.67
-71.5,35.67
-71.82,36.19
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.8,36.18
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.8,36.25
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.82,36.33
-71.5,35.67
-71.5,35.67
-71.81,36.17
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.8,36.29
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.81,36.41
-71.5,35.67
-71.5,35.67
-71.82,36.42
-71.82,36.42
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.84,36.36
-71.5,35.67
-71.82,36.2
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.73,35.45
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.8,35.4
-71.5,35.67
-71.5,35.67
-71.83,35.44
-71.83,35.52
-71.61,35.26
-71.64,35.59
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.83,36.26
-71.84,36.27
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.81,36.11
-71.82,36.12
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.78,36.27
-71.5,35.67
-71.82,36.34
-71.5,35.67
-71.82,36.13
-71.76,36.08
-71.75,36.09
-71.5,35.67
-71.5,35.67
-71.74,35.92
-71.74,35.89
-71.73,35.88
-71.5,35.67
-71.5,35.67
-71.76,35.03
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
33.2,-102.66
33.22,-102.63
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-32.12,141.08
-71.5,35.67
-71.79,36.18
-71.85,36.32
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.83,36.29
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.84,36.3
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.84,36.3
-71.84,36.3
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.8,36.23
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-20.37,130.12
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
-71.5,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
-71.83,36.21
0,35.67
-71.83,36.21
0,35.67
0,35.67
-71.5,35.67
-71.79,35.73
-71.5,35.67
-71.5,35.67
-71.78,35.68
34.06,-103.41
-71.5,35.67
-71.8,35.49
-71.5,35.67
-71.74,35.64
-71.5,35.67
-71.5,35.67
-71.74,35.81
-71.74,35.81
0,35.67
0,35.67
0,35.67
-30.07,128.97
-30.07,128.97
0,35.67
0,35.67
-71.5,35.67
-71.75,35.84
-71.5,35.67
-71.83,36.2
0,35.67
0,35.67
-71.5,35.67
0,35.67
0,35.67
0,35.67
-71.5,35.67
0,35.67
0,35.67
0,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.72,35.74
-71.73,35.76
-71.5,35.67
0,35.67
-71.5,35.67
-71.5,35.67
0,35.67
-71.74,35.94
-71.5,35.67
-71.5,35.67
0,35.67
0,35.67
-71.5,35.67
-71.5,35.67
-71.77,36.01
-71.5,35.67
-71.74,36.08
-71.5,35.67
60.58,25.58
-71.74,36.01
-71.74,35.99
-71.5,35.67
0,35.67
-71.81,36.26
-71.73,35.97
-71.5,35.67
0,35.67
-71.5,35.67
0,35.67
0,35.67
-71.5,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
-71.73,35.77
-71.76,35.66
0,35.67
0,35.67
0,35.67
-71.5,35.67
0,35.67
0,35.67
0,35.67
-71.5,35.67
0,35.67
0,35.67
0,35.67
-71.5,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
0,35.67
34.28,-103.28
-71.73,35.98
-71.5,35.67
0,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.81,36.14
0,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.81,36.16
0,35.67
-71.5,35.67
0,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
0,35.67
-71.5,35.67
0,35.67
0,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
0,35.67
0,35.67
-71.5,35.67
0,35.67
0,35.67
0,35.67
0,35.67
-71.5,35.67
-71.5,35.67
0,35.67
0,35.67
-71.81,36.48
-71.5,35.67
-71.82,36.46
0,35.67
0,35.67
-71.82,36.46
-71.5,35.67
-71.5,35.67
0,35.67
0,35.67
-71.5,35.67
-71.5,35.67
-71.79,36.3
0,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
0,35.67
-71.5,35.67
0,35.67
0,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.76,35.9
-71.5,35.67
-71.76,35.9
-71.76,35.9
-71.5,35.67
-71.76,35.9
0,35.67
0,35.67
40.72,-90.42
-71.76,35.9
-71.5,35.67
-71.76,35.9
0,35.67
-71.76,35.78
-71.75,35.78
-71.75,35.81
-71.5,35.67
-71.5,35.67
-71.5,35.67
0,35.67
-71.5,35.67
-71.79,35.8
-71.5,35.67
-71.79,35.79
0,35.67
-71.77,35.76
0,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
0,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.82,36.19
0,35.67
0,35.67
0,35.67
0,35.67
-71.5,35.67
0,35.67
-71.5,35.67
-71.5,35.67
0,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
35.35,-98.68
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
34.37,118.33
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
40.81,-101.8
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-6.03,145.37
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
19.09,99.01
-71.5,35.67
-30.76,127.52
29.87,121.48
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-31.1,138.27
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
46.43,-109.83
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
40.46,-102.58
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.83,35.5
-71.5,35.67
-71.5,35.67
40.67,-84.35
30.52,-99.74
53.08,-105.84
24.52,-105.25
-33.57,136.65
36.35,-100.73
33.33,-102.27
32.84,-81.87
34.98,-106.05
-31.08,138.3
33.12,-102.11
-28.6,141.15
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
38.47,-102.83
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-30.47,141.08
-71.5,35.67
-7.75,112.77
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
33.07,-102.8
