,year,id,recclass,mass (g),fall,reclat,reclong,GeoLocation
41359,1979,27988,H4/5,1.06,Found,-71.5,35.67,"-71.5, 35.67"
41385,1979,28014,H4,11.27,Found,-71.5,35.67,"-71.5, 35.67"
41386,1979,28015,H4,9.1,Found,-71.5,35.67,"-71.5, 35.67"
41387,1979,28016,L6,16.3,Found,-71.5,35.67,"-71.5, 35.67"
41388,1979,28017,L4,216.72,Found,-71.5,35.67,"-71.5, 35.67"
41389,1979,28018,L6,355.84,Found,-71.5,35.67,"-71.5, 35.67"
41390,1979,28019,L3.6,119.36,Found,-71.5,35.67,"-71.5, 35.67"
41391,1979,28020,H4,5.56,Found,-71.5,35.67,"-71.5, 35.67"
41392,1979,28021,H6,6.9,Found,-71.5,35.67,"-71.5, 35.67"
41393,1979,28022,L6,28.5,Found,-71.5,35.67,"-71.5, 35.67"
41394,1979,28023,L4,15.41,Found,-71.5,35.67,"-71.5, 35.67"
41395,1979,28024,H3,6.53,Found,-71.5,35.67,"-71.5, 35.67"
41396,1979,28028,H4,122.87,Found,-71.5,35.67,"-71.5, 35.67"
41397,1979,28029,L6,134.16,Found,-71.5,35.67,"-71.5, 35.67"
41398,1979,28030,H4,11.21,Found,-71.5,35.67,"-71.5, 35.67"
41399,1979,28031,L6,9.52,Found,-71.5,35.67,"-71.5, 35.67"
41400,1979,28032,L6,0.96,Found,-71.5,35.67,"-71.5, 35.67"
41401,1979,28033,H4,25.58,Found,-71.5,35.67,"-71.5, 35.67"
41402,1979,28034,H4,72.37,Found,-71.5,35.67,"-71.5, 35.67"
41403,1979,28035,H4,39.87,Found,-71.5,35.67,"-71.5, 35.67"
41404,1979,28036,H4,10.14,Found,-71.5,35.67,"-71.5, 35.67"
41405,1979,28037,H4,48.01,Found,-71.5,35.67,"-71.5, 35.67"
41384,1979,28013,H6,6.23,Found,-71.5,35.67,"-71.5, 35.67"
41310,1979,27939,H4/5,4.06,Found,-71.5,35.67,"-71.5, 35.67"
41383,1979,28012,Ureilite,9.45,Found,-71.5,35.67,"-71.5, 35.67"
41381,1979,28010,H4,137.96,Found,-71.5,35.67,"-71.5, 35.67"
41360,1979,27989,H4/5,1.08,Found,-71.5,35.67,"-71.5, 35.67"
41361,1979,27990,H4/5,1.42,Found,-71.5,35.67,"-71.5, 35.67"
41362,1979,27991,H4/5,0.67,Found,-71.5,35.67,"-71.5, 35.67"
41363,1979,27992,H4/5,0.97,Found,-71.5,35.67,"-71.5, 35.67"
41364,1979,27993,H4/5,4.3,Found,-71.5,35.67,"-71.5, 35.67"
41365,1979,27994,H5,5.32,Found,-71.5,35.67,"-71.5, 35.67"
41366,1979,27995,H4/5,4.92,Found,-71.5,35.67,"-71.5, 35.67"
41367,1979,27996,H4/5,3.43,Found,-71.5,35.67,"-71.5, 35.67"
41368,1979,27997,H4/5,2.73,Found,-71.5,35.67,"-71.5, 35.67"
41369,1979,27998,H4/5,2.73,Found,-71.5,35.67,"-71.5, 35.67"
41370,1979,27999,H4/5,2.6,Found,-71.5,35.67,"-71.5, 35.67"
41371,1979,28000,H4/5,2.21,Found,-71.5,35.67,"-71.5, 35.67"
41372,1979,28001,H4/5,0.68,Found,-71.5,35.67,"-71.5, 35.67"
41373,1979,28002,H4/5,1.41,Found,-71.5,35.67,"-71.5, 35.67"
41374,1979,28003,H4/5,1.89,Found,-71.5,35.67,"-71.5, 35.67"
41375,1979,28004,H4/5,2.03,Found,-71.5,35.67,"-71.5, 35.67"
41376,1979,28005,H4/5,1.67,Found,-71.5,35.67,"-71.5, 35.67"
41377,1979,28006,H4/5,0.96,Found,-71.5,35.67,"-71.5, 35.67"
41378,1979,28007,H4/5,1.05,Found,-71.5,35.67,"-71.5, 35.67"
41379,1979,28008,H4/5,1.0,Found,-71.5,35.67,"-71.5, 35.67"
41380,1979,28009,H4/5,10.04,Found,-71.5,35.67,"-71.5, 35.67"
41382,1979,28011,H4,202.71,Found,-71.5,35.67,"-71.5, 35.67"
41309,1979,27938,H4/5,5.75,Found,-71.5,35.67,"-71.5, 35.67"
41308,1979,27937,H4/5,4.24,Found,-71.5,35.67,"-71.5, 35.67"
41307,1979,27936,H4/5,2.78,Found,-71.5,35.67,"-71.5, 35.67"
41236,1979,27865,H4,148.64,Found,-71.5,35.67,"-71.5, 35.67"
41237,1979,27866,H4,141.95,Found,-71.5,35.67,"-71.5, 35.67"
41238,1979,27867,CR2,0.87,Found,-71.5,35.67,"-71.5, 35.67"
41239,1979,27868,L4-6,571.43,Found,-71.5,35.67,"-71.5, 35.67"
41240,1979,27869,L6,127.9,Found,-71.5,35.67,"-71.5, 35.67"
41241,1979,27870,H4,438.85,Found,-71.5,35.67,"-71.5, 35.67"
41242,1979,27871,H4,371.63,Found,-71.5,35.67,"-71.5, 35.67"
41243,1979,27872,H5,232.24,Found,-71.5,35.67,"-71.5, 35.67"
41244,1979,27873,H4,126.03,Found,-71.5,35.67,"-71.5, 35.67"
41245,1979,27874,H4,85.28,Found,-71.5,35.67,"-71.5, 35.67"
41246,1979,27875,H4,104.19,Found,-71.5,35.67,"-71.5, 35.67"
41247,1979,27876,H4,76.84,Found,-71.5,35.67,"-71.5, 35.67"
41248,1979,27877,H4,55.49,Found,-71.5,35.67,"-71.5, 35.67"
41249,1979,27878,H4,48.03,Found,-71.5,35.67,"-71.5, 35.67"
41250,1979,27879,H5,53.92,Found,-71.5,35.67,"-71.5, 35.67"
41251,1979,27880,H4,43.41,Found,-71.5,35.67,"-71.5, 35.67"
41252,1979,27881,H5,49.64,Found,-71.5,35.67,"-71.5, 35.67"
41253,1979,27882,H5,46.13,Found,-71.5,35.67,"-71.5, 35.67"
41254,1979,27883,H5,40.3,Found,-71.5,35.67,"-71.5, 35.67"
41255,1979,27884,H4,36.0,Found,-71.5,35.67,"-71.5, 35.67"
41256,1979,27885,H4,26.86,Found,-71.5,35.67,"-71.5, 35.67"
41235,1979,27864,L5,3.28,Found,-71.5,35.67,"-71.5, 35.67"
41257,1979,27886,H5,27.75,Found,-71.5,35.67,"-71.5, 35.67"
41234,1979,27863,L4,1.08,Found,-71.5,35.67,"-71.5, 35.67"
41232,1979,27861,L6,128.45,Found,-71.5,35.67,"-71.5, 35.67"
41211,1979,27449,H4,7.53,Found,-71.5,35.67,"-71.5, 35.67"
41212,1979,27460,H4,16.57,Found,-71.5,35.67,"-71.5, 35.67"
41213,1979,27468,H4,10.83,Found,-71.5,35.67,"-71.5, 35.67"
41214,1979,27476,H4,10.06,Found,-71.5,35.67,"-71.5, 35.67"
41215,1979,27480,H4,20.94,Found,-71.5,35.67,"-71.5, 35.67"
41216,1979,27487,H4,11.58,Found,-71.5,35.67,"-71.5, 35.67"
41217,1979,27498,H4,11.06,Found,-71.5,35.67,"-71.5, 35.67"
41218,1979,27690,H6,143.02,Found,-71.5,35.67,"-71.5, 35.67"
41219,1979,27691,H4,22.55,Found,-71.5,35.67,"-71.5, 35.67"
41220,1979,27692,H6,34.06,Found,-71.5,35.67,"-71.5, 35.67"
41221,1979,27693,H4,8.82,Found,-71.5,35.67,"-71.5, 35.67"
41222,1979,27695,H4,2.37,Found,-71.5,35.67,"-71.5, 35.67"
41223,1979,27696,L6,2.82,Found,-71.5,35.67,"-71.5, 35.67"
41224,1979,27697,H5,2.99,Found,-71.5,35.67,"-71.5, 35.67"
41225,1979,27698,L6,1.63,Found,-71.5,35.67,"-71.5, 35.67"
41226,1979,27855,H4,531.59,Found,-71.5,35.67,"-71.5, 35.67"
41227,1979,27856,L4,27.88,Found,-71.5,35.67,"-71.5, 35.67"
41228,1979,27857,L6,20.71,Found,-71.5,35.67,"-71.5, 35.67"
41229,1979,27858,L6,1.01,Found,-71.5,35.67,"-71.5, 35.67"
41230,1979,27859,Eucrite-mmict,608.73,Found,-71.5,35.67,"-71.5, 35.67"
41231,1979,27860,Eucrite-mmict,49.22,Found,-71.5,35.67,"-71.5, 35.67"
41233,1979,27862,H5,3.6,Found,-71.5,35.67,"-71.5, 35.67"
41406,1979,28038,H4,12.39,Found,-71.5,35.67,"-71.5, 35.67"
41258,1979,27887,H4,27.5,Found,-71.5,35.67,"-71.5, 35.67"
41260,1979,27889,H5,24.77,Found,-71.5,35.67,"-71.5, 35.67"
41286,1979,27915,H4/5,6.08,Found,-71.5,35.67,"-71.5, 35.67"
41287,1979,27916,H4/5,4.88,Found,-71.5,35.67,"-71.5, 35.67"
41288,1979,27917,H4/5,9.77,Found,-71.5,35.67,"-71.5, 35.67"
41289,1979,27918,H4/5,5.45,Found,-71.5,35.67,"-71.5, 35.67"
41290,1979,27919,H4/5,7.63,Found,-71.5,35.67,"-71.5, 35.67"
41291,1979,27920,H4/5,5.14,Found,-71.5,35.67,"-71.5, 35.67"
41292,1979,27921,H4/5,6.1,Found,-71.5,35.67,"-71.5, 35.67"
41293,1979,27922,H4/5,6.49,Found,-71.5,35.67,"-71.5, 35.67"
41294,1979,27923,H4/5,6.1,Found,-71.5,35.67,"-71.5, 35.67"
41295,1979,27924,H4/5,4.89,Found,-71.5,35.67,"-71.5, 35.67"
41296,1979,27925,H4/5,5.51,Found,-71.5,35.67,"-71.5, 35.67"
41297,1979,27926,H4/5,6.53,Found,-71.5,35.67,"-71.5, 35.67"
41298,1979,27927,H4/5,6.23,Found,-71.5,35.67,"-71.5, 35.67"
41299,1979,27928,H4/5,8.04,Found,-71.5,35.67,"-71.5, 35.67"
41300,1979,27929,H4/5,6.76,Found,-71.5,35.67,"-71.5, 35.67"
41301,1979,27930,H4/5,7.61,Found,-71.5,35.67,"-71.5, 35.67"
41302,1979,27931,H4/5,6.61,Found,-71.5,35.67,"-71.5, 35.67"
41303,1979,27932,H4/5,5.09,Found,-71.5,35.67,"-71.5, 35.67"
41304,1979,27933,H4/5,3.64,Found,-71.5,35.67,"-71.5, 35.67"
41305,1979,27934,H4/5,5.38,Found,-71.5,35.67,"-71.5, 35.67"
41306,1979,27935,H4/5,4.93,Found,-71.5,35.67,"-71.5, 35.67"
41285,1979,27914,H4/5,8.27,Found,-71.5,35.67,"-71.5, 35.67"
41259,1979,27888,H5,31.36,Found,-71.5,35.67,"-71.5, 35.67"
41284,1979,27913,H4/5,7.27,Found,-71.5,35.67,"-71.5, 35.67"
41282,1979,27911,H4/5,11.85,Found,-71.5,35.67,"-71.5, 35.67"
41261,1979,27890,H4,25.29,Found,-71.5,35.67,"-71.5, 35.67"
41262,1979,27891,H5,19.65,Found,-71.5,35.67,"-71.5, 35.67"
41263,1979,27892,H4,17.22,Found,-71.5,35.67,"-71.5, 35.67"
41264,1979,27893,H4,18.34,Found,-71.5,35.67,"-71.5, 35.67"
41265,1979,27894,H4,15.22,Found,-71.5,35.67,"-71.5, 35.67"
41266,1979,27895,H5,15.01,Found,-71.5,35.67,"-71.5, 35.67"
41267,1979,27896,H4,15.21,Found,-71.5,35.67,"-71.5, 35.67"
41268,1979,27897,H4/5,13.81,Found,-71.5,35.67,"-71.5, 35.67"
41269,1979,27898,H4/5,13.29,Found,-71.5,35.67,"-71.5, 35.67"
41270,1979,27899,H4/5,13.81,Found,-71.5,35.67,"-71.5, 35.67"
41271,1979,27900,H4/5,13.86,Found,-71.5,35.67,"-71.5, 35.67"
41272,1979,27901,H4/5,10.06,Found,-71.5,35.67,"-71.5, 35.67"
41273,1979,27902,H4/5,8.93,Found,-71.5,35.67,"-71.5, 35.67"
41274,1979,27903,H4/5,10.84,Found,-71.5,35.67,"-71.5, 35.67"
41275,1979,27904,H4/5,9.97,Found,-71.5,35.67,"-71.5, 35.67"
41276,1979,27905,H4/5,7.05,Found,-71.5,35.67,"-71.5, 35.67"
41277,1979,27906,H4/5,8.65,Found,-71.5,35.67,"-71.5, 35.67"
41278,1979,27907,H5,9.93,Found,-71.5,35.67,"-71.5, 35.67"
41279,1979,27908,H4/5,8.5,Found,-71.5,35.67,"-71.5, 35.67"
41280,1979,27909,H4/5,9.14,Found,-71.5,35.67,"-71.5, 35.67"
41281,1979,27910,H4/5,14.15,Found,-71.5,35.67,"-71.5, 35.67"
41283,1979,27912,H4/5,8.46,Found,-71.5,35.67,"-71.5, 35.67"
41407,1979,28039,H4,10.89,Found,-71.5,35.67,"-71.5, 35.67"
41408,1979,28040,H4,1.31,Found,-71.5,35.67,"-71.5, 35.67"
41409,1979,28041,H5,39.16,Found,-71.5,35.67,"-71.5, 35.67"
41537,1979,28200,H6,0.94,Found,-71.5,35.67,"-71.5, 35.67"
41538,1979,28209,H4,15.04,Found,-71.5,35.67,"-71.5, 35.67"
41539,1979,28210,H6,6.43,Found,-71.5,35.67,"-71.5, 35.67"
41540,1979,28211,H6,150.76,Found,-71.5,35.67,"-71.5, 35.67"
41541,1979,28212,H5,132.25,Found,-71.5,35.67,"-71.5, 35.67"
41542,1979,28213,H4,52.96,Found,-71.5,35.67,"-71.5, 35.67"
41543,1979,28214,H4,33.37,Found,-71.5,35.67,"-71.5, 35.67"
41544,1979,28215,H4,15.55,Found,-71.5,35.67,"-71.5, 35.67"
41545,1979,28216,H4,20.96,Found,-71.5,35.67,"-71.5, 35.67"
41546,1979,28217,H4,13.01,Found,-71.5,35.67,"-71.5, 35.67"
41547,1979,28218,H4,15.68,Found,-71.5,35.67,"-71.5, 35.67"
41548,1979,28219,H4,13.56,Found,-71.5,35.67,"-71.5, 35.67"
41549,1979,28221,H4,7.85,Found,-71.5,35.67,"-71.5, 35.67"
41550,1979,28222,H4,9.16,Found,-71.5,35.67,"-71.5, 35.67"
41551,1979,28224,H5,5.71,Found,-71.5,35.67,"-71.5, 35.67"
41552,1979,28228,H4,4.44,Found,-71.5,35.67,"-71.5, 35.67"
41553,1979,28229,H5,7.64,Found,-71.5,35.67,"-71.5, 35.67"
41554,1979,28232,H5,3.83,Found,-71.5,35.67,"-71.5, 35.67"
41555,1979,28240,H5,38.17,Found,-71.5,35.67,"-71.5, 35.67"
41556,1979,28241,H6,26.86,Found,-71.5,35.67,"-71.5, 35.67"
41557,1979,28242,H5,24.39,Found,-71.5,35.67,"-71.5, 35.67"
41536,1979,28193,H5,3.64,Found,-71.5,35.67,"-71.5, 35.67"
41558,1979,28243,H4,15.1,Found,-71.5,35.67,"-71.5, 35.67"
41535,1979,28192,H6,2.31,Found,-71.5,35.67,"-71.5, 35.67"
41533,1979,28184,H4,3.67,Found,-71.5,35.67,"-71.5, 35.67"
41512,1979,28156,L4,14.78,Found,-71.5,35.67,"-71.5, 35.67"
41513,1979,28157,H4,12.7,Found,-71.5,35.67,"-71.5, 35.67"
41514,1979,28158,L6,11.5,Found,-71.5,35.67,"-71.5, 35.67"
41515,1979,28159,H4,6.09,Found,-71.5,35.67,"-71.5, 35.67"
41516,1979,28160,H6,4.0,Found,-71.5,35.67,"-71.5, 35.67"
41517,1979,28161,H4,5.13,Found,-71.5,35.67,"-71.5, 35.67"
41518,1979,28162,H4,9.54,Found,-71.5,35.67,"-71.5, 35.67"
41519,1979,28163,H6,8.19,Found,-71.5,35.67,"-71.5, 35.67"
41520,1979,28164,H4,5.4,Found,-71.5,35.67,"-71.5, 35.67"
41521,1979,28165,H6,3.48,Found,-71.5,35.67,"-71.5, 35.67"
41522,1979,28166,H4,3.48,Found,-71.5,35.67,"-71.5, 35.67"
41523,1979,28167,H4,17.28,Found,-71.5,35.67,"-71.5, 35.67"
41524,1979,28168,H4,11.6,Found,-71.5,35.67,"-71.5, 35.67"
41525,1979,28169,H6,9.55,Found,-71.5,35.67,"-71.5, 35.67"
41526,1979,28170,H4,18.84,Found,-71.5,35.67,"-71.5, 35.67"
41527,1979,28171,H6,12.13,Found,-71.5,35.67,"-71.5, 35.67"
41528,1979,28172,H4,10.31,Found,-71.5,35.67,"-71.5, 35.67"
41529,1979,28174,H4,8.71,Found,-71.5,35.67,"-71.5, 35.67"
41530,1979,28177,L6,3.47,Found,-71.5,35.67,"-71.5, 35.67"
41531,1979,28178,H4,4.43,Found,-71.5,35.67,"-71.5, 35.67"
41532,1979,28180,H5,4.77,Found,-71.5,35.67,"-71.5, 35.67"
41534,1979,28186,H5,4.33,Found,-71.5,35.67,"-71.5, 35.67"
41511,1979,28155,H5,10.36,Found,-71.5,35.67,"-71.5, 35.67"
41559,1979,28244,H5,2.7,Found,-71.5,35.67,"-71.5, 35.67"
41561,1979,28246,H4,1.52,Found,-71.5,35.67,"-71.5, 35.67"
41587,1979,28275,H4,39.45,Found,-71.5,35.67,"-71.5, 35.67"
41588,1979,28276,H3.7,25.84,Found,-71.5,35.67,"-71.5, 35.67"
41589,1979,28277,H6,18.94,Found,-71.5,35.67,"-71.5, 35.67"
41590,1979,28278,LL4,8.74,Found,-71.5,35.67,"-71.5, 35.67"
41591,1979,28279,LL3,2.53,Found,-71.5,35.67,"-71.5, 35.67"
41592,1979,28280,H4,74.3,Found,-71.5,35.67,"-71.5, 35.67"
41593,1979,28281,H5,7.94,Found,-71.5,35.67,"-71.5, 35.67"
41594,1979,28282,H6,6.2,Found,-71.5,35.67,"-71.5, 35.67"
41595,1979,28283,L6,5.32,Found,-71.5,35.67,"-71.5, 35.67"
41596,1979,28284,H5,760.0,Found,-71.5,35.67,"-71.5, 35.67"
41597,1979,28285,H6,16.28,Found,-71.5,35.67,"-71.5, 35.67"
41598,1979,28286,H4,21.23,Found,-71.5,35.67,"-71.5, 35.67"
41599,1979,28287,H4,43.26,Found,-71.5,35.67,"-71.5, 35.67"
41600,1979,28288,H5,41.52,Found,-71.5,35.67,"-71.5, 35.67"
41601,1979,28289,H4,24.14,Found,-71.5,35.67,"-71.5, 35.67"
41602,1979,28290,H4,8.39,Found,-71.5,35.67,"-71.5, 35.67"
41603,1979,28291,H5,7.9,Found,-71.5,35.67,"-71.5, 35.67"
41604,1979,28292,H4,12.37,Found,-71.5,35.67,"-71.5, 35.67"
41605,1979,28293,L6,49.46,Found,-71.5,35.67,"-71.5, 35.67"
41606,1979,28294,L6,15.0,Found,-71.5,35.67,"-71.5, 35.67"
41607,1979,28295,L6,2.8,Found,-71.5,35.67,"-71.5, 35.67"
41586,1979,28274,H6,3.57,Found,-71.5,35.67,"-71.5, 35.67"
41560,1979,28245,H5,2.17,Found,-71.5,35.67,"-71.5, 35.67"
41585,1979,28273,H5,7.07,Found,-71.5,35.67,"-71.5, 35.67"
41583,1979,28271,H4,5.06,Found,-71.5,35.67,"-71.5, 35.67"
41562,1979,28247,H4,56.69,Found,-71.5,35.67,"-71.5, 35.67"
41563,1979,28248,H4,23.69,Found,-71.5,35.67,"-71.5, 35.67"
41564,1979,28249,H4,18.5,Found,-71.5,35.67,"-71.5, 35.67"
41565,1979,28250,H4,17.88,Found,-71.5,35.67,"-71.5, 35.67"
41566,1979,28252,H4,9.07,Found,-71.5,35.67,"-71.5, 35.67"
41567,1979,28253,L6,7.86,Found,-71.5,35.67,"-71.5, 35.67"
41568,1979,28254,H4,8.72,Found,-71.5,35.67,"-71.5, 35.67"
41569,1979,28255,H4,6.08,Found,-71.5,35.67,"-71.5, 35.67"
41570,1979,28256,L6,4.65,Found,-71.5,35.67,"-71.5, 35.67"
41571,1979,28258,L6,3.48,Found,-71.5,35.67,"-71.5, 35.67"
41572,1979,28259,H4,5.77,Found,-71.5,35.67,"-71.5, 35.67"
41573,1979,28260,L6,3.4,Found,-71.5,35.67,"-71.5, 35.67"
41574,1979,28261,H4,2.37,Found,-71.5,35.67,"-71.5, 35.67"
41575,1979,28262,H4,3.37,Found,-71.5,35.67,"-71.5, 35.67"
41576,1979,28264,H3,0.37,Found,-71.5,35.67,"-71.5, 35.67"
41577,1979,28265,L6,11.1,Found,-71.5,35.67,"-71.5, 35.67"
41578,1979,28266,L6,6.07,Found,-71.5,35.67,"-71.5, 35.67"
41579,1979,28267,L6,4.75,Found,-71.5,35.67,"-71.5, 35.67"
41580,1979,28268,H4,106.08,Found,-71.5,35.67,"-71.5, 35.67"
41581,1979,28269,H4,28.48,Found,-71.5,35.67,"-71.5, 35.67"
41582,1979,28270,H4,10.06,Found,-71.5,35.67,"-71.5, 35.67"
41584,1979,28272,H4,0.3,Found,-71.5,35.67,"-71.5, 35.67"
41209,1979,27440,H4,28.58,Found,-71.5,35.67,"-71.5, 35.67"
41510,1979,28154,H4,15.65,Found,-71.5,35.67,"-71.5, 35.67"
41508,1979,28152,L6,50.73,Found,-71.5,35.67,"-71.5, 35.67"
41435,1979,28068,H4,12.11,Found,-71.5,35.67,"-71.5, 35.67"
41436,1979,28069,L6,3.91,Found,-71.5,35.67,"-71.5, 35.67"
41437,1979,28073,H6,1.4,Found,-71.5,35.67,"-71.5, 35.67"
41438,1979,28076,L6,0.65,Found,-71.5,35.67,"-71.5, 35.67"
41439,1979,28077,H4,12.98,Found,-71.5,35.67,"-71.5, 35.67"
41440,1979,28078,H4,2.59,Found,-71.5,35.67,"-71.5, 35.67"
41441,1979,28079,L6,7.41,Found,-71.5,35.67,"-71.5, 35.67"
41442,1979,28080,L6,8.61,Found,-71.5,35.67,"-71.5, 35.67"
41443,1979,28081,L6,6.79,Found,-71.5,35.67,"-71.5, 35.67"
41444,1979,28082,L6,4.39,Found,-71.5,35.67,"-71.5, 35.67"
41445,1979,28083,L6,2.91,Found,-71.5,35.67,"-71.5, 35.67"
41446,1979,28084,H6,1.96,Found,-71.5,35.67,"-71.5, 35.67"
41447,1979,28085,H4,3904.0,Found,-71.5,35.67,"-71.5, 35.67"
41448,1979,28092,H4,17.65,Found,-71.5,35.67,"-71.5, 35.67"
41449,1979,28093,H4,34.86,Found,-71.5,35.67,"-71.5, 35.67"
41450,1979,28094,L5,13.65,Found,-71.5,35.67,"-71.5, 35.67"
41451,1979,28095,L6,15.02,Found,-71.5,35.67,"-71.5, 35.67"
41452,1979,28096,L6,7.55,Found,-71.5,35.67,"-71.5, 35.67"
41453,1979,28097,H4,6.37,Found,-71.5,35.67,"-71.5, 35.67"
41454,1979,28098,H4,0.33,Found,-71.5,35.67,"-71.5, 35.67"
41455,1979,28099,H6,21.92,Found,-71.5,35.67,"-71.5, 35.67"
41434,1979,28067,H4,25.78,Found,-71.5,35.67,"-71.5, 35.67"
41456,1979,28100,H4,64.18,Found,-71.5,35.67,"-71.5, 35.67"
41433,1979,28066,H4,26.61,Found,-71.5,35.67,"-71.5, 35.67"
41431,1979,28064,L6,29.42,Found,-71.5,35.67,"-71.5, 35.67"
41410,1979,28042,H4,30.77,Found,-71.5,35.67,"-71.5, 35.67"
41411,1979,28043,H4,12.36,Found,-71.5,35.67,"-71.5, 35.67"
41412,1979,28044,H4,4.87,Found,-71.5,35.67,"-71.5, 35.67"
41413,1979,28045,L5,1.83,Found,-71.5,35.67,"-71.5, 35.67"
41414,1979,28047,H4,10.79,Found,-71.5,35.67,"-71.5, 35.67"
41415,1979,28048,H4,12.95,Found,-71.5,35.67,"-71.5, 35.67"
41416,1979,28049,H4,5.61,Found,-71.5,35.67,"-71.5, 35.67"
41417,1979,28050,H4,4.92,Found,-71.5,35.67,"-71.5, 35.67"
40674,1979,26814,H6,3.23,Found,-71.5,35.67,"-71.5, 35.67"
41419,1979,28052,H4,4.82,Found,-71.5,35.67,"-71.5, 35.67"
41420,1979,28053,H4,5.17,Found,-71.5,35.67,"-71.5, 35.67"
41421,1979,28054,H4,3.86,Found,-71.5,35.67,"-71.5, 35.67"
41422,1979,28055,H4,4.02,Found,-71.5,35.67,"-71.5, 35.67"
41423,1979,28056,H4,3.55,Found,-71.5,35.67,"-71.5, 35.67"
41424,1979,28057,H4,3.22,Found,-71.5,35.67,"-71.5, 35.67"
41425,1979,28058,H4,3.61,Found,-71.5,35.67,"-71.5, 35.67"
41426,1979,28059,H4,2.71,Found,-71.5,35.67,"-71.5, 35.67"
41427,1979,28060,H4,2.61,Found,-71.5,35.67,"-71.5, 35.67"
41428,1979,28061,H4,4.25,Found,-71.5,35.67,"-71.5, 35.67"
41429,1979,28062,H4,1.5,Found,-71.5,35.67,"-71.5, 35.67"
41430,1979,28063,H4,0.33,Found,-71.5,35.67,"-71.5, 35.67"
41432,1979,28065,H4,25.74,Found,-71.5,35.67,"-71.5, 35.67"
41509,1979,28153,H6,94.27,Found,-71.5,35.67,"-71.5, 35.67"
41457,1979,28101,H4,0.97,Found,-71.5,35.67,"-71.5, 35.67"
41459,1979,28103,H5,17.33,Found,-71.5,35.67,"-71.5, 35.67"
41487,1979,28131,LL4,24.16,Found,-71.5,35.67,"-71.5, 35.67"
41488,1979,28132,LL4,20.58,Found,-71.5,35.67,"-71.5, 35.67"
41489,1979,28133,LL4,15.61,Found,-71.5,35.67,"-71.5, 35.67"
41490,1979,28134,LL4,11.55,Found,-71.5,35.67,"-71.5, 35.67"
41491,1979,28135,LL4,9.8,Found,-71.5,35.67,"-71.5, 35.67"
41492,1979,28136,LL4,9.32,Found,-71.5,35.67,"-71.5, 35.67"
41493,1979,28137,LL4,7.91,Found,-71.5,35.67,"-71.5, 35.67"
41494,1979,28138,LL4,8.81,Found,-71.5,35.67,"-71.5, 35.67"
41495,1979,28139,LL4,5.71,Found,-71.5,35.67,"-71.5, 35.67"
41496,1979,28140,L6,144.21,Found,-71.5,35.67,"-71.5, 35.67"
41497,1979,28141,L6,47.72,Found,-71.5,35.67,"-71.5, 35.67"
41498,1979,28142,L6,37.35,Found,-71.5,35.67,"-71.5, 35.67"
41499,1979,28143,L6,17.51,Found,-71.5,35.67,"-71.5, 35.67"
41500,1979,28144,H5,71.43,Found,-71.5,35.67,"-71.5, 35.67"
41501,1979,28145,LL6,241.93,Found,-71.5,35.67,"-71.5, 35.67"
41502,1979,28146,LL6,171.62,Found,-71.5,35.67,"-71.5, 35.67"
41503,1979,28147,LL6,7.57,Found,-71.5,35.67,"-71.5, 35.67"
41504,1979,28148,LL6,4.67,Found,-71.5,35.67,"-71.5, 35.67"
41505,1979,28149,LL6,5.5,Found,-71.5,35.67,"-71.5, 35.67"
41506,1979,28150,LL6,3.16,Found,-71.5,35.67,"-71.5, 35.67"
41507,1979,28151,LL6,2.13,Found,-71.5,35.67,"-71.5, 35.67"
41486,1979,28130,LL4,15.61,Found,-71.5,35.67,"-71.5, 35.67"
41458,1979,28102,H5,43.34,Found,-71.5,35.67,"-71.5, 35.67"
41485,1979,28129,LL4,43.29,Found,-71.5,35.67,"-71.5, 35.67"
41483,1979,28127,LL4,29.19,Found,-71.5,35.67,"-71.5, 35.67"
41460,1979,28104,H5,8.14,Found,-71.5,35.67,"-71.5, 35.67"
41461,1979,28105,H6,36.73,Found,-71.5,35.67,"-71.5, 35.67"
41462,1979,28106,H6,6.28,Found,-71.5,35.67,"-71.5, 35.67"
41463,1979,28107,L6,4.32,Found,-71.5,35.67,"-71.5, 35.67"
41464,1979,28108,H4,2.11,Found,-71.5,35.67,"-71.5, 35.67"
41465,1979,28109,H4,1.18,Found,-71.5,35.67,"-71.5, 35.67"
41466,1979,28110,H6,1719.0,Found,-71.5,35.67,"-71.5, 35.67"
41467,1979,28111,H5,117.94,Found,-71.5,35.67,"-71.5, 35.67"
41468,1979,28113,H4,2649.0,Found,-71.5,35.67,"-71.5, 35.67"
41469,1979,28114,H4,43.49,Found,-71.5,35.67,"-71.5, 35.67"
41470,1979,28115,H6,20.6,Found,-71.5,35.67,"-71.5, 35.67"
41471,1979,28116,H4,3.6,Found,-71.5,35.67,"-71.5, 35.67"
41474,1979,28118,Eucrite-pmict,4232.0,Found,-71.5,35.67,"-71.5, 35.67"
41475,1979,28119,H6,4179.0,Found,-71.5,35.67,"-71.5, 35.67"
41476,1979,28120,H5,2697.0,Found,-71.5,35.67,"-71.5, 35.67"
41477,1979,28121,LL4,1044.0,Found,-71.5,35.67,"-71.5, 35.67"
41478,1979,28122,LL4,376.43,Found,-71.5,35.67,"-71.5, 35.67"
41479,1979,28123,LL4,125.81,Found,-71.5,35.67,"-71.5, 35.67"
